subject,group,band,direction,pipeline,combo_name,n_features,mean_r,mean_prop_explained,t_run,r_trial_1,r_trial_2,r_trial_3,r_trial_4,r_trial_5,r_trial_6,r_trial_7,r_trial_8,r_trial_9,r_trial_10,r_trial_11,r_trial_12,r_trial_13,r_trial_14,r_trial_15,r_trial_16,r_trial_17,r_trial_18,r_trial_19,r_trial_20,r_trial_21,r_trial_22,r_trial_23,r_trial_24,r_trial_25,r_trial_26,r_trial_27,r_trial_28,r_trial_29,r_trial_30,pe_trial_1,pe_trial_2,pe_trial_3,pe_trial_4,pe_trial_5,pe_trial_6,pe_trial_7,pe_trial_8,pe_trial_9,pe_trial_10,pe_trial_11,pe_trial_12,pe_trial_13,pe_trial_14,pe_trial_15,pe_trial_16,pe_trial_17,pe_trial_18,pe_trial_19,pe_trial_20,pe_trial_21,pe_trial_22,pe_trial_23,pe_trial_24,pe_trial_25,pe_trial_26,pe_trial_27,pe_trial_28,pe_trial_29,pe_trial_30
Sub16,Musician,beta,encoding,standardized,envelope+pitch+centroid+mfcc3,4,0.017527142791117733,-0.241558041191589,28.91702151298523,0.027948357303868746,0.021129551901639083,0.01750979572632329,0.010183077315694252,0.012224679877992388,0.01820031106784067,0.02107813378388853,0.008404240146116224,0.009657950851967642,0.01244226532417112,0.02408974473235106,0.009985610872491307,0.02286608507481347,0.008425031444664707,0.017703715248586577,0.013487750578372006,0.01885287048756592,0.015566040352995216,0.009771652454332647,0.01656494373449683,0.019935002611773632,0.011171493963169396,0.013026129278389722,0.023999546336725304,0.012722093793645178,0.021775941465507972,0.02976898581788788,0.024661956057529952,0.02656026480402326,0.02610106132470798,-0.2746066168164178,-0.22807226098218875,-0.23062910685942473,-0.17741392310550272,-0.20821284640214188,-0.2721433636344163,-0.2578621282443555,-0.21627320877242484,-0.18143654061268277,-0.23129679402509445,-0.2873038198560598,-0.2521250109661168,-0.20339799142119347,-0.23491346966432414,-0.2424333185788165,-0.2876418464319134,-0.25418131209551076,-0.2599652146151457,-0.18581916082603667,-0.1943202633846009,-0.22587983500223105,-0.24378421052742588,-0.2226831306501153,-0.26424862505910274,-0.27553440504790905,-0.2812528017418235,-0.25108537063293146,-0.32603565005846225,-0.21858270731725093,-0.25760630241604926
Sub16,Musician,beta,encoding,standardized,onsets+pitch+centroid+mfcc3,4,0.016647095582479097,-0.23750599226086969,26.409834146499634,0.026398875932295025,0.020768924146508275,0.016079550309234306,0.010029774985983052,0.011717610178193621,0.016176405080358787,0.021529485946695688,0.008506192864050365,0.008907261476057072,0.012193219519903216,0.02382133793698429,0.009187947506018136,0.02131018005493826,0.00795156868291733,0.016214763108530154,0.011970934646222538,0.017605553610971405,0.015086025618698436,0.009374568631645569,0.015838284143209314,0.01907502508464753,0.011018296503325664,0.011910135516896478,0.024434791711574696,0.011343033825058257,0.020012114543414967,0.02719975977752074,0.02371011617921825,0.02561672647048959,0.02442440348281188,-0.27146738438546975,-0.22500580212249746,-0.22580077837367443,-0.17573824370346514,-0.20389543829188952,-0.26850322175361263,-0.2530012081994526,-0.21177828634445883,-0.17479532116812735,-0.2283837504710112,-0.28317930228010924,-0.24961117458548368,-0.1989510529684137,-0.23291620249293868,-0.23666121426404055,-0.2815147721889828,-0.25133830187410244,-0.25696047281913575,-0.1795369128678223,-0.1931440764672904,-0.2236596237823704,-0.24045663244415513,-0.21767201962662497,-0.2595694771921834,-0.26936359517239084,-0.27609973041260794,-0.24884863460510115,-0.3206311425509798,-0.21132529457648525,-0.2553706998412132
Sub16,Musician,beta,encoding,standardized,envelope+onsets+pitch+centroid+mfcc3,5,0.01747785746227782,-0.2415816513847849,108.36691999435425,0.027887571420362574,0.02099505091728476,0.017387106604904667,0.010138610608622525,0.012273827131330031,0.018051289222306803,0.02086387899996258,0.008388047954423982,0.009529701139920082,0.012406969130197041,0.024049323894675154,0.009999457042500354,0.022697087972941617,0.00854567876878371,0.017438922183516725,0.013414559284447063,0.018863676665512294,0.015507490090512376,0.009573241611183236,0.0165300999552262,0.0199405868215587,0.011086863303915078,0.013281217980777095,0.024320666886906133,0.0126209650021088,0.021623471912343848,0.029786400596024006,0.024588352383962096,0.02652838391920446,0.02601722446292058,-0.2749685595324059,-0.2284045063942887,-0.2308694113291212,-0.17787332823502322,-0.20893386526508612,-0.27164581791587467,-0.25816456210797145,-0.21612611144790161,-0.18049689270670083,-0.231658634988044,-0.28729106947047034,-0.25186906953337546,-0.203478379923893,-0.23515689967712966,-0.24342591958642695,-0.2872964568016869,-0.25397796185170485,-0.259358866714378,-0.1849126488036734,-0.19430613316354123,-0.22641590383097163,-0.2435949806861061,-0.22316055805011947,-0.2648043885983761,-0.27671097852021515,-0.2808895829940298,-0.25093186057842176,-0.3251512081041723,-0.21713537719494103,-0.25843960753749573
Sub16,Musician,beta,decoding,standardized,envelope,1,0.03127490111137994,-0.24359320412163546,249.14328169822693,0.03765079824040069,0.028164672259742007,0.024912167439201785,0.02208600095307186,0.03238342730150014,0.04604941131990404,0.03781237444048899,0.04505042768341635,0.02378680849396784,0.019521254461790392,0.037928926353046864,0.015951956555845824,0.017233721111620807,0.025563576063993947,0.031925613163281116,0.04765851135097003,0.027921064513235297,0.04924810378510891,0.023667349839273155,0.02597659986208448,0.03128032178029133,0.020150623317850048,0.018786344169559883,0.03993536460602908,0.02033169984576745,0.06766620323804699,0.02578787878216989,0.03700802559769607,0.02239010094781276,0.03441770586423014,-0.20287508571360924,-0.3367518278825121,-0.20834092303179275,-0.19054341078532944,-0.14483751563533787,-0.17299551261056823,-0.22304368261900054,-0.18226678084789993,-0.6195488890838869,-0.18205760835253404,-0.19972018947855275,-0.3151108454678515,-0.22057193377044837,-0.1809177992370461,-0.14599797164106088,-0.16213776847901196,-0.21475752851095264,-0.18026182616369657,-0.6235576976152208,-0.18095450250300793,-0.2022211100833642,-0.33322536592508767,-0.2184884743146598,-0.18453786730440336,-0.13176274015140477,-0.1551207688868539,-0.21663740209600446,-0.18978610101987248,-0.6235064903574763,-0.1652605040806161
Sub16,Musician,beta,decoding,standardized,onsets,1,-6.98802102860284e-05,-0.21118582444982478,36.32589936256409,-0.003001413407240095,0.00010836077043796211,0.007468530839539532,0.007244464651040157,0.00022205449747411503,-0.015218249177227874,0.007276968456216147,-0.01775425637074495,-0.004806328224861444,-0.0011380525925108278,0.002220900638985168,0.007179532802122453,-0.0022038013762546668,0.018576881284131142,1.287705651313284e-05,-0.0034079785432666403,0.0062124231008768745,-0.023813607620511826,0.007164460725014991,0.0016644205427508555,0.0013477761247640422,-0.0018582524935000977,0.0023572523076144263,0.02820326658197668,0.0037465292298307284,-0.01629862947666396,0.0019219595710080366,-0.018698613325067358,0.007651748816762922,-0.004477631697790473,-0.18520502646051518,-0.26408116679505955,-0.19575523987459365,-0.1877909795752919,-0.19883039999390895,-0.23312983123734066,-0.22482484207643938,-0.20415667006889815,-0.27576217441924755,-0.21950675765797434,-0.16560645509983218,-0.20699471050774654,-0.2349831998436085,-0.19540349350849495,-0.21700532297815056,-0.1717265404188475,-0.2053954839027714,-0.18930506402007752,-0.28559868129421506,-0.21372861121422715,-0.15436722147050497,-0.23449183290536135,-0.20072248296512973,-0.2032155797436217,-0.1831338502611808,-0.20657287609844976,-0.188232275699441,-0.20499726576172583,-0.28754071766381695,-0.1975099799782698
Sub16,Musician,beta,decoding,standardized,pitch,1,0.051594732088633154,-0.2971829196473331,1106.3721244335175,0.06354376304764316,0.06776109561472664,0.05672285023552521,0.03743261208655359,0.050899046706257306,0.03597859475425381,0.043237713859856704,0.058179256292685895,0.04885610407558456,0.032894200354958256,0.07193725674471936,0.07430296086562217,0.05024425607282542,0.05148272260605694,0.04170279899780135,0.05202604233985307,0.04082933523126135,0.06783934667529674,0.04153593434180837,0.03242333163379344,0.08869758585688566,0.05172202714244598,0.04558173156865125,0.04431417403232318,0.03381905086937151,0.062053188309969955,0.06240007841940666,0.05175789590860505,0.035994039663567505,0.05167296835068446,-0.19744145267811586,-0.24764925506224755,-0.3626543337258161,-0.31277603182880287,-0.3732486192233069,-0.22358819784570372,-0.34012643529055153,-0.2513320045201244,-0.37867843135440493,-0.30952968365978895,-0.18818403909667847,-0.2385630402012442,-0.36799093949301653,-0.30465641258276266,-0.37603352868779116,-0.22794850922423282,-0.3321005682620135,-0.24809408778073627,-0.38892121591310036,-0.30750011955516743,-0.18924195278086864,-0.25319612974392514,-0.3631071753711681,-0.2991228858536146,-0.3778077350180489,-0.21647107927279685,-0.3259875765542193,-0.23468424709086744,-0.377568181503219,-0.30128372024566086
Sub16,Musician,beta,decoding,standardized,centroid,1,0.02202147814399017,-0.25819570713759205,83.75233745574951,0.02938380288043678,0.030709826110884988,0.020299870136328717,0.027514411644428746,0.01854655745344332,0.022574233296174927,0.025164383360262513,0.031102496779094716,0.013248797273309304,0.016169163581855592,0.031143104081259025,0.02962936138283064,0.019466412320941626,0.025850414788683756,0.014394935285828078,0.027105590968469182,0.01468323450784163,0.025727376296728766,0.004886738027907748,0.01257872725748679,0.03523271660138533,0.025596714375958507,0.020293347549429182,0.025128643568796148,0.01048540993593469,0.03620175112799454,0.019359697823100347,0.01889531258949893,0.005643300641602149,0.023628012671808456,-0.24473069650070345,-0.26209855788879977,-0.25721898013391664,-0.3697110478345478,-0.22721028058958415,-0.23623251335933926,-0.2253142205954537,-0.25721848879735765,-0.26855803548869717,-0.3280434288157166,-0.2313197156119331,-0.2574439706874587,-0.260243733640352,-0.33585716119671827,-0.23847776887658134,-0.21381217889944582,-0.22036000495193653,-0.23234082670097256,-0.2553660535289304,-0.32322589412385994,-0.23635364847849427,-0.24349474832582496,-0.2511416683064769,-0.3799682428594362,-0.17763372273740274,-0.1906954192946384,-0.21684131042616372,-0.2397456084405274,-0.26344586521017677,-0.301767421826316
Sub16,Musician,beta,decoding,standardized,mfcc3,1,0.01314153320884465,-0.14119288244064662,101.53834295272827,0.007115143129786724,0.0007206468657679081,0.030976039578499055,0.010499575292332156,0.03467099376115617,0.012708752297526361,0.008287572615943484,-0.006683351225353409,0.04166320994967953,0.0048005695160459345,0.014909118141576826,0.0181391789022188,0.0261205324438455,-0.017121692311445752,0.03510048339153375,0.05776669574350762,-0.014059178489358498,0.017667998970693453,0.045487582990915036,0.008165687625267445,-0.012896488853487929,0.017819131358052426,-0.0321084493155899,-0.0005132637208530802,0.03856379620848247,0.05351799114305925,-0.016947443673350975,0.017054181559541155,0.006727249615978152,-0.013906267246630105,-0.2834887947125573,-0.21358423754483424,-0.1992871980923796,-0.1965501655077071,-0.10531181221963859,-0.2213740868407159,-0.1277828673878758,-0.12435722531920201,-0.08913385844623178,-0.22538375159485224,-0.22016169412392972,-0.07504738600613448,-0.1972525735410291,-0.06973177845007617,-0.11439836993754948,-0.039997707664109594,-0.12301974257708048,-0.06425139930357138,-0.12904974816418124,-0.2133453260244107,-0.08790448392385386,-0.05954574086870701,-0.12917519533060773,-0.2877515365259802,-0.037584257461085846,-0.04630442467337659,-0.09774740828076078,-0.12696210178469602,-0.19977970906969156,-0.1305218918425719
Sub16,Musician,wideband,encoding,standardized,envelope,1,0.029383525275368964,-0.2855962187551817,8.69588303565979,0.07506840906118553,0.03624183676729526,0.014244345798658112,0.008334681523949174,0.012325043317426254,0.049605616728575226,0.0581438512412628,0.012648256178212624,0.013732972597561467,0.019172302123531885,0.028440805957696314,0.011015834521076505,0.05283785420208415,0.012374343341936645,0.021121143419064226,0.022174022229399338,0.03607152838794992,0.01617025701463178,0.0194507943009846,0.02034288846405634,0.031230026803315863,0.02327275500741043,0.019661730785165886,0.04682589789496722,0.014378630392644117,0.02705652672406499,0.031928587030064924,0.056417977595555356,0.06453013798241229,0.02668670086892978,-0.3700341304084638,-0.3019228270904435,-0.27686264711172326,-0.19886603199230263,-0.26401032386545287,-0.3032128364990691,-0.33495610788247177,-0.22602637432466746,-0.21344283882356754,-0.2751491636114187,-0.34622247606604817,-0.21753716872343015,-0.27081514848695054,-0.25949827392318314,-0.3099474009867751,-0.30443319320577544,-0.2940154430204984,-0.27109477494495937,-0.2297252244222837,-0.2489413321968429,-0.28091703678019697,-0.2328951095466303,-0.3065519015411695,-0.337612397540467,-0.3359094955319871,-0.3014738726762237,-0.2903339450410056,-0.3411605446391167,-0.28379884329948135,-0.3405196984728454
Sub16,Musician,wideband,encoding,standardized,onsets,1,0.028886568654653277,-0.2820942719217417,27.29468274116516,0.07438669840711262,0.03652385218616482,0.013521195983060246,0.007901181155070497,0.013779053103344542,0.04901013438234372,0.05888126838173435,0.012378920021914758,0.011750329082939638,0.018626582117143714,0.028519603868711916,0.011630514459967272,0.049969552269238486,0.011809272050957657,0.021852777521411654,0.021496572766067888,0.03498455242100359,0.015335076834782165,0.01784418565540004,0.01957539644825675,0.03137306100874341,0.02431176313513367,0.019142152967293893,0.04518928751899316,0.012802355148710863,0.026035848973712934,0.031746816823243894,0.055287152542583255,0.0649717318875724,0.025960170516984613,-0.3672915226827951,-0.29978581638093826,-0.2708865001642532,-0.19623429983013735,-0.2563598843066853,-0.3054484474759578,-0.33217648693484014,-0.22664662031257327,-0.2084327578025798,-0.26720732547467324,-0.34335709874290776,-0.2160952732804428,-0.2658171117407895,-0.2536994423668817,-0.300249583414217,-0.3077954041432468,-0.29134392945299203,-0.27057895029435075,-0.2221475237727935,-0.24497972813557256,-0.278155051060883,-0.23083341988137313,-0.30208048602598936,-0.33532530046089004,-0.3258771049966162,-0.30498365189635857,-0.2863775120881362,-0.3392829943294823,-0.276710646475051,-0.3366682837278421
